Accelerator_Pedal_value,Throttle_position_signal,Engine_speed,Engine_torque,Current_Gear,Vehicle_speed,Indication_of_brake_switch_ON(2)/OFF(1),Time(s)
0,15.5,2672,27.7,5,75,1,1183
0,9.4,2291,0.8,5,73,1,1184
0,10.8,2255,0,5,71,1,1185
0,24,2625,50,5,71,1,1186
0,31.9,2692,55.5,5,71,1,1187
0,9.9,2485,21.5,5,71,1,1188
0,13.6,2393,24.2,5,69,1,1189
0,23.5,2596,49.6,5,69,1,1190
0,30.5,2677,56.3,5,70,1,1191
0,18.3,2597,42.2,5,71,1,1192
0,48.8,2714,57.8,5,72,1,1193
0,47.9,2782,58.2,5,73,1,1194
0,14.1,2678,35.2,5,74,2,1195
0,7.1,2372,5.1,5,73,1,1196
0,8.9,2241,0,5,72,1,1197
0,14.6,2573,34,5,72,1,1198
0,7.1,2358,9,5,71,1,1199
0,22.1,2618,45.3,5,71,1,1200
0,10.8,2525,24.6,5,71,1,1201
0,17.9,2597,38.3,5,72,1,1202
0,57.3,2767,59.8,5,73,1,1203
0,55.9,2853,61.3,5,75,1,1204
0,97.7,2833,63.7,5,78,1,1205
0,100,2811,64.5,5,80,1,1206
0,100,2834,64.8,5,82,1,1207
0,100,2904,64.8,5,84,1,1208
0,100,2985,65.6,5,87,1,1209
0,100,3066,67.2,5,89,1,1210
0,98.6,3065,66.8,5,91,1,1211
0,26.8,2482,46.9,6,92,1,1212
0,53.1,2480,59,6,93,1,1213
0,79.4,2510,62.1,6,94,1,1214
0,60.6,2536,50,6,95,1,1215
0,8.9,2509,5.9,6,95,1,1216
0,21.6,2563,43.4,6,94,1,1217
0,14.6,2529,27.7,6,94,2,1218
0,9.9,2441,1.2,6,92,2,1219
0,10.8,2345,0,6,89,1,1220
0,9.9,2310,0,6,87,1,1221
0,7.1,2274,10.9,6,86,1,1222
0,7.1,2261,10.9,6,85,1,1223
0,10.8,2270,22.3,6,84,1,1224
0,6.6,2214,8.2,6,84,1,1225
0,8,2195,0.4,6,83,1,1226
0,9.4,2191,19.9,6,82,1,1227
0,6.1,2146,5.9,6,81,1,1228
0,16,2200,34.4,6,81,1,1229
0,26.3,2190,52,6,81,1,1230
0,67.2,2207,56.6,6,83,1,1231
0,42.3,2240,55.5,6,84,1,1232
0,54,2277,57,6,85,1,1233
0,66.2,2313,58.6,6,87,1,1234
0,36.2,2345,55.9,6,88,1,1235
0,31.5,2374,55.1,6,89,1,1236
0,9.4,2373,21.1,6,89,2,1237
0,10.8,2360,13.3,6,88,1,1238
0,31.5,2429,51.2,6,89,1,1239
0,95.3,2403,61.3,6,90,1,1240
0,100,2423,61.7,6,91,1,1241
0,100,2458,62.1,6,92,1,1242
0,100,2491,63.3,6,94,1,1243
0,100,2525,62.9,6,95,1,1244
0,100,2559,62.9,6,96,1,1245
0,100,2591,63.7,6,97,1,1246
0,100,2623,64.1,6,98,1,1247
0,100,2654,64.1,6,100,1,1248
0,99.6,2684,64.1,6,101,1,1249
0,11.8,2677,20.3,6,101,1,1250
0,11.3,2628,0,6,99,1,1251
0,9.4,2601,10.9,6,98,1,1252
0,13.6,2592,26.6,6,97,1,1253
0,7.1,2545,10.9,6,96,2,1254
0,9.9,2490,0.4,6,94,2,1255
0,10.4,2428,0,6,92,1,1256
0,13.6,2466,31.3,6,91,1,1257
0,7.1,2397,8.2,6,90,1,1258
0,11.3,2392,5.1,6,89,1,1259
0,22.1,2450,48,6,90,1,1260
0,67.6,2424,58.6,6,91,1,1261
0,7.5,2401,12.5,6,90,2,1262
0,10.4,2336,0,6,88,2,1263
0,10.4,2265,0,6,86,2,1264
0,9.9,2180,0,6,82,2,1265
0,10.8,2124,0,6,80,1,1266
0,18.3,2205,45.7,6,80,1,1267
0,11.3,2168,29.3,6,81,1,1268
0,20.7,2255,41.8,6,82,1,1269
0,66.2,2268,57,6,84,1,1270
0,100,2283,58.6,6,86,1,1271
0,21.1,2306,25.8,6,87,2,1272
0,8.9,2243,1.2,6,85,2,1273
0,9.9,2171,0,6,82,2,1274
0,9.4,2134,0,6,81,2,1275
0,9.4,2109,0,6,80,2,1276
0,9.4,2078,0,6,79,2,1277
0,9.4,2083,0.4,6,79,1,1278
0,10.4,2125,24.2,6,79,1,1279
0,6.6,2100,5.5,6,79,1,1280
0,8.9,2101,0,6,79,1,1281
0,13.2,2159,28.1,6,79,1,1282
0,14.6,2196,39.1,6,81,1,1283
0,8.5,2166,9.4,6,81,1,1284
0,35.7,2312,52,6,83,1,1285
0,97.2,2316,59.8,6,85,1,1286
0,100,2341,60.5,6,88,1,1287
0,35.2,2398,55.9,6,90,1,1288
0,19.7,2445,39.8,6,92,1,1289
0,9.4,2455,16,6,92,2,1290
0,8,2406,2.3,6,91,2,1291
0,10.4,2347,0,6,89,1,1292
0,12.7,2411,30.9,6,89,2,1293
0,6.6,2337,5.5,6,88,2,1294
0,9.4,2324,3.9,6,87,1,1295
0,7.5,2306,8.6,6,87,1,1296
0,16.9,2406,39.8,6,88,1,1297
0,20.2,2448,36.7,6,89,1,1298
0,86.9,2540,62.1,6,91,1,1299
0,100,2529,63.3,6,93,1,1300
0,100,2554,62.5,6,96,1,1301
0,55.4,2603,46.1,6,98,1,1302
0,14.1,2653,24.6,6,98,1,1303
0,25.4,2712,52.3,6,100,1,1304
0,8.5,2655,9.4,6,100,2,1305
0,11.3,2602,0,6,98,2,1306
0,11.3,2525,0,6,96,2,1307
0,10.8,2468,0,6,94,1,1308
0,8.5,2474,13.3,6,93,2,1309
0,8.9,2435,1.6,6,92,1,1310
0,7.1,2412,6.3,6,91,2,1311
0,9.4,2375,0.4,6,89,2,1312
0,9.9,2283,0,6,86,2,1313
0,8.9,2246,0,6,85,1,1314
0,7.5,2256,12.1,6,85,1,1315
0,6.6,2233,4.7,6,85,2,1316
0,9.4,2225,0,6,84,2,1317
0,9.9,2197,0,6,83,1,1318
0,15,2288,35.5,6,83,1,1319
0,6.6,2227,12.1,6,84,2,1320
0,8,2194,0.8,6,83,1,1321
0,9.4,2200,19.5,6,82,1,1322
0,17.9,2262,37.9,6,82,1,1323
0,11.3,2206,30.1,6,82,1,1324
0,20.7,2275,43.8,6,82,1,1325
0,11.3,2199,27.3,6,82,1,1326
0,15,2226,29.7,6,81,1,1327
0,28.7,2232,52.3,6,82,1,1328
0,47.9,2215,47.7,6,82,1,1329
0,18.8,2253,36.3,6,82,1,1330
0,83.1,2281,57.4,6,83,1,1331
0,100,2247,58.2,6,84,1,1332
0,100,2261,60.5,6,85,1,1333
0,87.3,2285,60.2,6,86,1,1334
0,7.1,2262,9.8,6,85,2,1335
0,9.9,2196,0,6,83,2,1336
0,9.4,2066,0,6,78,2,1337
0,8.9,1946,0,6,74,1,1338
0,7.1,1904,10.9,6,72,1,1339
0,13.6,1956,27.3,6,71,1,1340
0,16.5,1968,42.6,6,71,1,1341
0,15.5,2026,35.2,6,71,1,1342
0,6.6,1874,15.6,6,70,2,1343
0,7.1,1748,1.2,6,67,1,1344
0,8,1718,10.5,6,65,1,1345
0,16,1786,36.7,6,65,1,1346
0,39.9,1764,54.7,6,65,1,1347
0,77.5,1780,54.3,6,67,1,1348
0,6.1,1756,9.4,6,66,2,1349
0,8,1734,0,6,65,1,1350
0,10.8,1775,27.3,6,64,1,1351
0,8,1674,13.7,6,63,1,1352
0,33.8,1844,50.8,6,64,1,1353
0,97.2,1781,58.6,6,65,1,1354
0,100,2148,60.5,5,66,1,1355
0,32.9,2519,39.1,5,67,1,1356
0,8,1899,3.1,6,66,2,1357
0,8.9,1711,3.9,6,64,2,1358
0,10.8,1681,19.5,6,63,1,1359
0,16,1697,42.6,6,63,1,1360
0,12.2,1722,31.6,6,63,1,1361
0,31,1930,52,6,64,1,1362
0,63.4,1871,56.3,6,66,1,1363
0,6.1,1722,13.3,6,66,2,1364
0,7.1,1649,0.4,6,63,2,1365
0,7.1,1558,0,6,61,2,1366
0,7.1,1513,0,6,59,1,1367
0,6.6,1515,0,6,58,1,1368
0,8,1543,18,6,58,1,1369
0,11.3,1568,27,6,58,1,1370
0,10.4,1638,28.9,6,59,1,1371
0,7.1,1662,18.8,6,60,1,1372
0,6.1,1542,2,6,60,2,1373
0,7.1,1558,0,6,60,1,1374
0,14.1,1685,27.7,6,60,1,1375
0,48.4,1752,55.5,6,62,1,1376
0,26.8,1739,51.6,6,65,1,1377
0,10.4,1788,22.3,6,66,1,1378
0,15.5,1896,40.2,6,67,1,1379
0,56.4,1916,56.3,6,69,1,1380
0,100,1911,59.8,6,71,1,1381
0,90.2,1970,59.8,6,74,1,1382
0,71.9,2030,52,6,76,1,1383
0,6.6,2021,7.4,6,77,1,1384
0,9.4,2035,0,6,77,1,1385
0,13.2,2095,10.2,6,77,1,1386
0,7.5,2071,19.1,6,77,2,1387
0,7.1,1945,1.6,6,74,2,1388
0,8,1852,0,6,71,1,1389
0,12.2,1903,12.9,6,70,1,1390
0,31.9,1987,53.1,6,72,1,1391
0,96.7,1968,59.4,6,73,1,1392
0,23,1975,28.9,6,74,2,1393
0,8,1923,1.6,6,73,2,1394
0,8.5,1844,0,6,70,1,1395
0,16.5,1935,36.3,6,69,1,1396
0,32.4,1943,50.8,6,70,1,1397
0,6.6,1829,9.4,6,70,1,1398
0,10.8,1890,25.8,6,69,1,1399
0,8.5,1823,17.2,6,68,1,1400
0,10.8,1777,19.5,6,66,1,1401
0,20.2,1882,48.4,6,66,1,1402
0,17.9,1808,43.4,6,66,1,1403
0,21.1,1950,44.1,6,66,1,1404
0,87.8,1932,59.4,6,67,1,1405
0,100,1836,59.4,6,68,1,1406
0,100,1826,59.4,6,68,1,1407
0,100,2130,60.9,6,69,1,1408
0,100,2714,64.8,5,70,1,1409
0,100,2714,63.3,5,72,1,1410
0,22.6,2548,27.3,5,72,1,1411
0,24.4,2219,43.8,6,72,1,1412
0,88.8,2395,60.2,6,73,1,1413
0,52.1,2162,56.3,6,74,1,1414
0,10.8,1982,25.4,6,74,2,1415
0,8.9,1930,10.9,6,72,1,1416
0,31,2019,50.4,6,72,1,1417
0,96.7,1977,59.8,6,73,1,1418
0,100,1990,61.7,6,75,1,1419
0,100,2030,59.4,6,76,1,1420
0,100,2069,58.6,6,78,1,1421
0,36.6,2097,34,6,78,2,1422
0,9.4,2069,10.2,6,78,1,1423
0,25.8,2157,52,6,78,1,1424
0,24,2134,32.8,6,79,1,1425
0,7.5,2098,2.3,6,79,1,1426
0,19.7,2195,41.4,6,80,1,1427
0,6.6,2127,14.1,6,80,1,1428
0,8,2102,0.8,6,79,1,1429
0,12.7,2146,16.4,6,79,1,1430
0,18.3,2195,47.3,6,80,1,1431
0,13.2,2201,30.5,6,81,1,1432
0,15,2215,39.8,6,82,1,1433
0,6.6,2183,9.8,6,82,1,1434
0,8,2166,0.8,6,82,1,1435
0,9.4,2140,0,6,81,1,1436
0,12.7,2179,20.3,6,81,1,1437
0,13.2,2221,30.5,6,81,1,1438
0,11.8,2229,27,6,82,1,1439
0,47,2318,54.7,6,83,1,1440
0,99.6,2306,60.2,6,85,1,1441
0,100,2323,60.9,6,87,1,1442
0,100,2371,62.5,6,89,1,1443
0,100,2412,62.5,6,91,1,1444
0,100,2453,62.9,6,92,1,1445
0,100,2497,64.1,6,94,1,1446
0,100,2535,63.3,6,95,1,1447
0,100,2570,63.3,6,97,1,1448
0,100,2608,64.5,6,98,1,1449
0,90.2,2643,63.3,6,99,1,1450
0,8,2632,14.5,6,99,2,1451
0,11.3,2578,0,6,98,2,1452
0,11.3,2505,0,6,95,2,1453
0,10.8,2412,0,6,91,2,1454
0,10.4,2310,0,6,88,2,1455
0,9.9,2241,0,6,85,2,1456
0,9.4,2148,0,6,82,2,1457
0,9.4,2092,0,6,80,1,1458
0,9.4,2076,9.8,6,78,1,1459
0,13.6,2090,31.6,6,78,1,1460
0,7.1,2059,14.5,6,77,2,1461
0,7.5,2011,1.2,6,76,1,1462
0,13.6,2059,29.7,6,75,1,1463
0,14.6,2060,40.6,6,76,1,1464
0,6.1,1993,7.4,6,75,2,1465
0,8,1923,0.4,6,73,1,1466
0,8.5,1867,0,6,71,1,1467
0,8,1816,0,6,68,2,1468
0,7.1,1636,0,6,62,2,1469
0,5.7,1271,2.7,6,56,2,1470
0,6.1,1456,7.8,5,52,2,1471
0,7.5,1612,9.8,5,50,1,1472
0,12.7,1942,34.4,5,50,1,1473
0,14.6,1825,30.1,5,50,1,1474
0,25.8,1864,52,5,52,1,1475
0,88.8,1869,59.8,5,54,1,1476
0,93,1933,60.2,5,56,1,1477
0,50.7,1995,43.4,5,58,1,1478
0,7.5,1949,3.5,5,57,1,1479
0,10.8,1969,3.1,5,57,1,1480
0,8.5,1977,21.9,5,56,1,1481
0,12.2,1979,23.4,5,56,1,1482
0,23,2039,50.8,5,57,1,1483
0,23.5,2047,52,5,59,1,1484
0,17.4,2085,45.3,5,61,1,1485
0,8.9,1721,25,6,61,1,1486
0,6.1,1626,2.3,6,61,1,1487
0,17.9,1670,37.1,6,61,1,1488
0,79.8,1672,57.8,6,62,1,1489
0,100,2233,60.5,5,63,1,1490
0,42.3,2520,50.4,5,65,1,1491
0,7.1,2088,7.8,5,65,1,1492
0,8.9,1779,16.4,6,65,1,1493
0,16.5,1775,39.8,6,65,1,1494
0,13.6,1766,38.3,6,66,1,1495
0,5.7,1691,6.3,6,65,2,1496
0,8.9,1729,0,6,65,1,1497
0,9.4,1783,25.4,6,64,1,1498
0,15,1878,35.2,6,65,1,1499
0,6.6,1737,16.8,6,65,1,1500
0,13.6,1800,29.7,6,65,1,1501
0,8.5,1783,23.4,6,66,2,1502
0,6.6,1662,2,6,64,1,1503
0,14.6,1786,30.5,6,64,1,1504
0,22.1,1821,50,6,65,1,1505
0,41.3,1798,55.9,6,67,1,1506
0,38.5,1823,52.3,6,68,1,1507
0,6.1,1791,8.6,6,68,1,1508
0,8,1779,0,6,67,2,1509
0,7.5,1663,0,6,63,2,1510
0,7.1,1565,0,6,60,2,1511
0,7.1,1526,0,6,58,2,1512
0,8,1535,6.6,6,57,1,1513
0,16,2036,39.8,5,57,1,1514
0,19.3,2275,48,5,58,1,1515
0,9.9,2161,25.8,5,60,1,1516
0,10.4,2034,16.8,5,60,1,1517
0,14.6,2117,38.7,5,60,1,1518
0,13.6,2034,28.9,6,61,1,1519
0,42.7,2196,55.5,6,63,1,1520
0,46,2040,53.5,6,65,1,1521
0,8.9,1768,19.1,6,65,1,1522
0,26.3,1888,47.7,6,66,1,1523
0,93,1838,59.4,6,68,1,1524
0,100,2329,62.1,5,69,1,1525
0,100,2744,62.9,5,71,1,1526
0,60.6,2684,60.5,5,74,1,1527
0,18.3,2212,44.9,6,75,1,1528
0,6.1,1969,7.8,6,75,1,1529
0,15.5,2057,33.6,6,75,1,1530
0,19.3,2046,48,6,76,1,1531
0,6.6,2015,12.1,6,76,2,1532
0,8,1956,0.4,6,74,2,1533
0,9.9,1923,0,6,72,1,1534
0,9.9,1977,27.3,6,72,2,1535
0,6.6,1890,5.9,6,71,1,1536
0,13.6,1985,33.6,6,71,1,1537
0,6.1,1880,8.6,6,71,2,1538
0,7.5,1803,0,6,68,2,1539
0,7.5,1725,0,6,65,1,1540
0,15.5,1846,36.7,6,65,1,1541
0,23,1852,52.3,6,66,1,1542
0,18.8,1817,47.7,6,68,1,1543
0,10.4,1818,27,6,68,2,1544
0,6.6,1724,2.3,6,66,1,1545
0,8,1754,17.2,6,65,1,1546
0,7.5,1714,10.2,6,65,1,1547
0,17.9,1851,42.2,6,65,1,1548
0,58.2,1820,57,6,66,1,1549
0,95.3,1817,60.2,6,68,1,1550
0,84.1,2041,57.4,5,70,1,1551
0,6.1,1929,10.9,6,69,2,1552
0,5.7,1251,4.3,6,67,2,1553
0,6.6,1373,10.2,6,65,1,1554
0,6.6,1674,12.1,6,64,2,1555
0,6.6,1666,10.2,6,63,1,1556
0,18.8,1867,42.2,6,63,1,1557
0,14.6,1818,40.6,6,64,1,1558
0,6.6,1657,9.4,6,64,1,1559
0,8,1728,18,6,64,1,1560
0,15,1831,34.4,6,64,1,1561
0,18.8,1806,48,6,65,1,1562
0,7.5,1735,18.8,6,65,1,1563
0,17.4,1896,42.6,6,66,1,1564
0,19.7,1836,48.4,6,67,1,1565
0,14.1,1919,35.5,6,68,1,1566
0,15,1934,39.5,6,69,1,1567
0,12.7,1918,28.1,6,69,1,1568
0,11.8,1922,29.7,6,69,1,1569
0,12.7,1941,34,6,70,1,1570
0,44.6,1970,53.5,6,71,1,1571
0,99.6,2046,62.5,6,72,1,1572
0,100,2840,66,5,74,1,1573
0,100,2910,64.5,5,77,1,1574
0,83.6,2837,64.1,5,79,1,1575
0,36.6,2307,40.6,6,81,1,1576
0,8,2077,2.3,6,80,1,1577
0,17.4,2178,38.3,6,80,1,1578
0,18.8,2162,45.3,6,80,1,1579
0,13.6,2183,25.4,6,80,1,1580
0,63.4,2251,57.4,6,82,1,1581
0,62.5,2221,48,6,83,1,1582
0,7.1,2183,7.8,6,82,1,1583
0,22.1,2257,45.3,6,82,1,1584
0,43.7,2244,49.2,6,83,1,1585
0,6.6,2178,6.3,6,82,1,1586
0,9.4,2169,17.2,6,81,2,1587
0,6.6,2109,3.5,6,80,1,1588
0,12.2,2133,27.3,6,79,1,1589
0,7.1,2078,14.1,6,78,1,1590
0,16.9,2118,39.8,6,78,1,1591
0,23.5,2105,52.7,6,79,1,1592
0,23,2115,52.3,6,79,1,1593
0,13.6,2173,32,6,80,1,1594
0,31,2233,53.9,6,80,1,1595
0,7.1,2121,13.3,6,80,2,1596
0,8.5,2028,0.4,6,76,2,1597
0,8.5,1901,0,6,72,1,1598
0,12.2,1915,10.9,6,71,1,1599
0,17.9,1978,45.7,6,71,1,1600
0,8,1918,19.9,6,71,1,1601
0,7.1,1880,7.4,6,71,1,1602
0,5.7,1838,4.7,6,70,2,1603
0,8.5,1814,0,6,68,1,1604
0,16,1914,38.3,6,68,1,1605
0,10.8,1876,30.5,6,68,2,1606
0,6.6,1782,3.5,6,68,2,1607
0,8.9,1764,0,6,66,1,1608
0,7.1,1764,15.6,6,65,2,1609
0,7.5,1707,7.4,6,65,1,1610
0,19.3,1854,45.3,6,65,1,1611
0,44.2,1818,56.6,6,66,1,1612
0,99.6,1819,60.5,6,68,1,1613
0,100,1864,60.9,6,70,1,1614
0,22.1,1875,26.2,6,71,1,1615
0,8.9,1871,0.8,6,70,1,1616
0,6.6,1836,14.1,6,70,1,1617
0,7.1,1807,1.6,6,68,2,1618
0,8,1763,0,6,67,1,1619
0,7.1,1733,11.3,6,65,1,1620
0,6.1,1696,2.7,6,65,1,1621
0,7.5,1692,0,6,64,1,1622
0,7.1,1639,0,6,63,2,1623
0,7.1,1592,0,6,61,1,1624
0,7.1,1569,0,6,59,2,1625
0,5.7,1257,0,6,51,2,1626
0,5.7,1203,9.4,5,42,2,1627
0,5.7,1106,9.8,5,34,2,1628
0,5.7,974,11.3,4,28,2,1629
0,5.2,963,10.2,4,26,1,1630
0,5.2,928,10.2,4,25,1,1631
0,5.7,855,11.7,4,24,2,1632
0,5.7,828,13.3,4,22,2,1633
0,6.1,954,14.8,3,19,1,1634
0,6.6,1043,14.8,3,18,2,1635
0,7.5,939,19.5,3,13,2,1636
0,7.1,864,21.9,3,8,2,1637
0,6.6,811,19.9,1,5,2,1638
0,7.1,779,21.1,1,3,2,1639
0,6.6,756,20.7,1,0,2,1640
0,6.6,683,20.3,1,0,2,1641
0,6.6,665,20.7,1,0,2,1642
0,6.6,670,20.7,1,1,2,1643
0,6.6,687,19.5,1,0,2,1644
0,6.6,673,19.9,1,0,2,1645
0,6.1,670,19.9,1,0,2,1646
0,6.1,671,19.9,1,0,2,1647
0,6.1,679,19.5,1,0,1,1648
0,8.5,945,27.3,1,0,1,1649
0,9.9,1314,30.5,1,5,1,1650
0,9.4,1483,27,1,8,1,1651
0,9.4,1703,23,1,10,1,1652
0,12.2,1840,28.5,1,12,1,1653
0,10.4,1605,30.5,2,14,1,1654
0,7.1,1528,14.8,2,16,1,1655
0,6.1,1378,11.3,2,15,1,1656
0,7.1,1482,17.2,2,15,1,1657
0,6.1,1324,12.9,2,15,1,1658
0,7.5,1176,15.2,2,14,1,1659
0,9.9,1502,26.6,2,14,1,1660
0,13.2,1678,34.4,2,16,1,1661
0,14.1,1847,38.7,2,19,1,1662
0,14.1,2050,35.2,2,22,1,1663
0,14.1,1715,39.1,3,24,1,1664
0,12.2,1681,34.8,3,26,1,1665
0,12.2,1777,33.6,3,28,1,1666
0,8.5,1842,20.3,3,29,2,1667
0,8.9,1473,17.6,4,29,2,1668
0,7.1,1344,12.5,4,28,2,1669
0,6.6,1237,11.3,4,27,1,1670
0,7.5,1333,18.4,4,27,1,1671
0,6.1,1229,12.5,4,26,2,1672
0,6.1,1043,11.7,4,25,2,1673
0,6.1,960,12.1,4,24,2,1674
0,6.1,1009,12.9,3,22,2,1675
0,6.6,1273,11.3,3,21,1,1676
0,7.5,1223,14.5,3,20,1,1677
0,12.7,1566,33.6,3,21,1,1678
0,10.8,1652,32,3,23,1,1679
0,6.6,1437,12.1,3,23,2,1680
0,6.6,1349,12.9,3,22,1,1681
0,7.1,1444,16,3,22,1,1682
0,7.1,1329,14.8,3,22,1,1683
0,6.1,1354,13.3,3,21,2,1684
0,6.1,1150,12.5,3,20,2,1685
0,6.1,1098,12.5,3,19,1,1686
0,6.1,1169,15.6,3,18,2,1687
0,6.1,1050,13.3,3,17,1,1688
0,8,1183,21.5,3,17,1,1689
0,9.4,1277,25.8,3,18,1,1690
0,10.4,1447,31.6,3,19,1,1691
0,6.1,1269,16,3,20,1,1692
0,6.1,1111,12.1,3,19,1,1693
0,6.1,1075,12.1,3,19,1,1694
0,10.4,1295,25,3,19,1,1695
0,13.6,1659,39.1,3,20,1,1696
0,6.6,1462,17.6,3,22,1,1697
0,7.1,1441,14.8,3,23,2,1698
0,6.1,1339,10.5,3,22,2,1699
0,6.1,1207,10.9,3,21,2,1700
0,6.6,1148,11.7,3,19,2,1701
0,6.6,1055,13.7,3,16,2,1702
0,6.6,993,13.7,3,16,2,1703
0,6.1,985,13.3,3,16,2,1704
0,6.1,986,13.3,3,16,2,1705
0,6.1,1005,12.9,3,17,2,1706
0,6.1,1043,12.5,3,18,2,1707
0,6.1,1033,12.5,3,17,2,1708
0,6.1,1009,12.9,3,17,2,1709
0,6.1,991,13.3,3,16,2,1710
0,6.6,962,14.1,3,15,2,1711
0,6.6,939,14.5,3,14,2,1712
0,6.6,917,14.8,3,14,2,1713
0,6.1,920,14.1,3,14,2,1714
0,6.1,940,14.1,3,15,2,1715
0,6.1,945,14.1,3,15,2,1716
0,6.1,954,13.7,3,15,2,1717
0,6.1,943,14.5,3,14,2,1718
0,7.1,883,18.4,3,12,2,1719
0,7.1,839,20.3,3,8,2,1720
0,6.6,810,18.8,1,4,2,1721
0,7.1,781,19.5,1,0,2,1722
0,6.6,706,18.8,1,0,2,1723
0,6.6,662,19.5,1,0,2,1724
0,6.1,664,19.5,1,0,2,1725
0,6.6,663,19.5,1,0,2,1726
0,6.6,666,19.5,1,0,2,1727
0,6.6,667,19.5,1,0,2,1728
0,6.6,667,19.5,1,0,2,1729
0,6.6,664,19.5,1,0,2,1730
0,6.6,671,19.5,1,0,2,1731
0,6.6,667,19.5,1,0,2,1732
0,6.6,668,19.5,1,0,2,1733
0,6.6,669,19.5,1,0,2,1734
0,6.6,674,19.1,1,0,1,1735
0,6.6,748,17.6,1,3,1,1736
0,5.7,775,14.5,1,5,1,1737
0,6.1,782,15.6,1,7,1,1738
0,5.7,1037,18.4,1,9,1,1739
0,6.1,842,15.2,1,10,1,1740
0,6.1,856,13.7,2,11,1,1741
0,5.7,865,12.9,2,12,1,1742
0,7.5,1195,19.1,2,13,1,1743
0,8.5,1465,21.5,2,15,1,1744
0,8.5,1627,19.9,2,17,1,1745
0,6.6,1597,13.3,2,18,1,1746
0,6.6,1154,13.3,3,19,2,1747
0,6.6,1124,12.5,3,20,2,1748
0,6.6,1111,12.5,3,19,2,1749
0,6.6,1098,12.5,3,20,2,1750
0,6.6,1116,12.5,3,20,2,1751
0,6.6,1125,12.1,3,20,1,1752
0,7.5,1210,14.8,3,21,1,1753
0,8.9,1500,21.9,3,23,1,1754
0,10.4,1698,27,3,25,1,1755
0,6.6,1607,11.3,3,26,2,1756
0,6.6,1502,8.2,3,26,2,1757
0,6.6,1404,8.2,3,25,2,1758
0,6.6,1330,9,3,24,2,1759
0,6.6,1278,9.8,3,23,2,1760
0,6.1,1234,9.8,3,22,1,1761
0,6.6,1290,13.7,3,21,1,1762
0,5.7,1210,10.9,3,20,1,1763
0,6.6,1235,14.5,3,20,1,1764
0,6.6,1150,12.5,3,19,1,1765
0,13.2,1504,32.8,3,19,1,1766
0,18.8,1738,46.5,3,22,1,1767
0,13.6,1713,40.2,3,25,1,1768
0,14.1,1775,36.7,3,27,1,1769
0,17.4,1921,45.3,3,30,1,1770
0,23,2117,50.8,3,33,1,1771
0,29.6,2342,53.9,3,37,1,1772
0,14.1,2454,32.4,3,39,1,1773
0,8.5,1964,4.7,4,39,2,1774
0,9.4,1881,3.1,4,39,2,1775
0,8,1790,3.9,4,37,2,1776
0,7.1,1574,0.8,4,35,2,1777
0,7.1,1501,0,4,32,2,1778
0,5.7,1246,0,4,27,2,1779
0,6.6,983,12.1,4,23,2,1780
0,7.1,1058,13.7,3,18,2,1781
0,7.1,1025,18,3,15,1,1782
0,14.1,1448,37.5,3,15,1,1783
0,13.6,1765,38.3,3,18,1,1784
0,7.5,1304,18,3,18,1,1785
0,7.5,1216,16.4,3,17,1,1786
0,15.5,1576,38.7,3,17,1,1787
0,28.2,1771,52,3,21,1,1788
0,64.3,1887,59.4,3,26,1,1789
0,49.3,2092,57.4,3,30,1,1790
0,25.4,2246,52.7,3,34,1,1791
0,21.1,2182,49.6,4,37,1,1792
0,21.1,1943,49.2,4,40,1,1793
0,26.8,2049,52.3,4,42,1,1794
0,81.2,2201,57.4,4,46,1,1795
0,26.8,2356,42.2,4,49,1,1796
0,7.1,1945,6.6,4,49,1,1797
0,13.2,1850,29.7,5,50,1,1798
0,6.1,1711,13.7,5,50,2,1799
0,7.1,1711,1.2,5,50,2,1800
0,7.5,1693,0,5,49,2,1801
0,7.1,1650,0,5,48,2,1802
0,7.1,1581,0,5,46,2,1803
0,6.6,1476,0,5,43,2,1804
0,5.7,1350,0,5,40,2,1805
0,6.6,1595,1.6,4,37,1,1806
0,8.5,1797,17.2,4,37,1,1807
0,8,1764,14.8,4,37,1,1808
0,5.2,1298,6.3,4,36,1,1809
0,11.8,1708,24.2,4,35,1,1810
0,16.9,2010,42.2,4,37,1,1811
0,14.1,2046,38.3,4,39,1,1812
0,6.1,1808,5.9,4,38,1,1813
0,8.5,1791,0,4,37,1,1814
0,13.6,1856,33.2,4,38,1,1815
0,15,1875,39.5,4,39,1,1816
0,14.6,1951,39.8,4,41,1,1817
0,11.8,1828,24.6,5,41,1,1818
0,20.2,1961,47.3,5,42,1,1819
0,63.4,2196,56.3,5,44,1,1820
0,23,1907,39.8,5,45,2,1821
0,5.7,1459,4.7,5,44,2,1822
0,6.6,1420,0,5,42,1,1823
0,15,1516,35.9,5,41,1,1824
0,32.4,1472,53.5,5,41,1,1825
0,96.7,1728,58.2,5,42,1,1826
0,68.6,2489,60.5,4,44,1,1827
0,26.3,2499,53.1,4,47,1,1828
0,17.4,2225,45.3,5,49,1,1829
0,15,1953,39.5,5,50,1,1830
0,22.1,1960,49.2,5,52,1,1831
0,78.4,1930,59.4,5,54,1,1832
0,89.2,1920,59.8,5,56,1,1833
0,100,1989,59.8,5,58,1,1834
0,100,2057,59,5,60,1,1835
0,100,2127,57.8,5,62,1,1836
0,100,2202,57.8,5,64,1,1837
